sample_name,tax_id,taxon_name,aggregatescore,NT_r,NT_rpm,NT_zscore,NR_r,NR_rpm,NR_zscore
RR034H_006_WBaR1_S6,469,Acinetobacter,,9,99.491488,-0.6712077,1525,16858.2799027,15.3872169
RR034H_006_WBaR1_S6,482,Neisseria,,6,66.3276586,11.7004591,5,55.2730489,4.3293623
RR034H_006_WBaR1_S6,517,Bordetella,,2,22.1092195,-0.3853246,3,33.1638293,0.0071365
RR034H_006_WBaR1_S6,522,Acidiphilium,,0,0,-100,2,22.1092195,1.3693502
RR034H_006_WBaR1_S6,528,Ochrobactrum,,3,33.1638293,45.4010804,0,0,-100
RR034H_006_WBaR1_S6,532,Beijerinckia,,0,0,-100,1,11.0546098,100
RR034H_006_WBaR1_S6,535,Chromobacterium,,4,44.2184391,5.1279635,0,0,-100
RR034H_006_WBaR1_S6,544,Citrobacter,,12,132.6553173,14.6263824,4,44.2184391,8.635978
RR034H_006_WBaR1_S6,547,Enterobacter,,7,77.3822684,3.7412208,0,0,-100
RR034H_006_WBaR1_S6,561,Escherichia,,159,1757.6829538,10.9862089,147,1625.0276365,0.9788734
RR034H_006_WBaR1_S6,570,Klebsiella,,6,66.3276586,-0.2449353,7,77.3822684,-0.0538271
RR034H_006_WBaR1_S6,586,Providencia,,1623,17941.6316604,15.3741421,2,22.1092195,1.8944073
RR034H_006_WBaR1_S6,590,Salmonella,,2,22.1092195,6.5884879,1,11.0546098,-0.074955
RR034H_006_WBaR1_S6,620,Shigella,,2,22.1092195,4.4453712,11,121.6007075,11.4841148
RR034H_006_WBaR1_S6,642,Aeromonas,,2,22.1092195,1.2043888,0,0,-100
RR034H_006_WBaR1_S6,662,Vibrio,,8,88.4368782,2.0057165,0,0,-100
RR034H_006_WBaR1_S6,713,Actinobacillus,,2,22.1092195,3.7166142,0,0,-100
RR034H_006_WBaR1_S6,816,Bacteroides,,4,44.2184391,2.5040382,0,0,-100
RR034H_006_WBaR1_S6,838,Prevotella,,0,0,-100,6,66.3276586,5.1357483
RR034H_006_WBaR1_S6,963,Herbaspirillum,,0,0,-100,1,11.0546098,-0.0868825
RR034H_006_WBaR1_S6,970,Selenomonas,,2,22.1092195,2.55931,0,0,-100
RR034H_006_WBaR1_S6,1033,Afipia,,0,0,-100,7,77.3822684,1.9731829
RR034H_006_WBaR1_S6,1269,Micrococcus,,54,596.9489277,1.1753242,43,475.3482202,9.6052798
RR034H_006_WBaR1_S6,1298,Deinococcus,,2,22.1092195,1.428847,0,0,-100
RR034H_006_WBaR1_S6,1301,Streptococcus,,2,22.1092195,-0.6637391,3,33.1638293,-0.9346886
RR034H_006_WBaR1_S6,1350,Enterococcus,,3,33.1638293,0.712324,1,11.0546098,-0.5909481
RR034H_006_WBaR1_S6,1375,Aerococcus,,0,0,-100,3,33.1638293,8.2756494
RR034H_006_WBaR1_S6,1380,Atopobium,,0,0,-100,6,66.3276586,99
RR034H_006_WBaR1_S6,1386,Bacillus,,9,99.491488,0.5819935,0,0,-100
RR034H_006_WBaR1_S6,1485,Clostridium,,4,44.2184391,2.2638313,2,22.1092195,-0.0320356
RR034H_006_WBaR1_S6,1578,Lactobacillus,,18,198.9829759,3.4367249,17,187.9283661,0.0658026
RR034H_006_WBaR1_S6,1663,Arthrobacter,,13,143.709927,6.0251104,4,44.2184391,-0.2210551
RR034H_006_WBaR1_S6,1707,Cellulomonas,,1,11.0546098,0.3484958,0,0,-100
RR034H_006_WBaR1_S6,1716,Corynebacterium,,61,674.3311961,5.5065326,14,154.7645368,0.1290535
RR034H_006_WBaR1_S6,1743,Propionibacterium,,27,298.4744639,34.2066924,23,254.2560248,3.2678485
RR034H_006_WBaR1_S6,1827,Rhodococcus,,10,110.5460977,2.0022261,12,132.6553173,1.4349402
RR034H_006_WBaR1_S6,1839,Nocardioides,,4,44.2184391,-0.1023118,4,44.2184391,4.4931244
RR034H_006_WBaR1_S6,1847,Pseudonocardia,,1,11.0546098,-0.3946863,0,0,-100
RR034H_006_WBaR1_S6,2701,Gardnerella,,5,55.2730489,99,4,44.2184391,1.0332494
RR034H_006_WBaR1_S6,12916,Acidovorax,,25,276.3652443,0.1393509,28,309.5290736,0.6292452
RR034H_006_WBaR1_S6,13687,Sphingomonas,,5,55.2730489,-0.6569624,6,66.3276586,-0.5735409
RR034H_006_WBaR1_S6,28067,Rubrivivax,,8,88.4368782,7.2212451,0,0,-100
RR034H_006_WBaR1_S6,28100,Phyllobacterium,,1,11.0546098,-0.6015321,2,22.1092195,0.5499278
RR034H_006_WBaR1_S6,28105,Sinorhizobium,,4,44.2184391,2.4381365,0,0,-100
RR034H_006_WBaR1_S6,28196,Arcobacter,,3,33.1638293,70.3574033,0,0,-100
RR034H_006_WBaR1_S6,29580,Janthinobacterium,,0,0,-100,2,22.1092195,0.9396283
RR034H_006_WBaR1_S6,32008,Burkholderia,,44,486.40283,2.5022034,24,265.3106345,0.7861421
RR034H_006_WBaR1_S6,32207,Rothia,,5,55.2730489,6.3519506,4,44.2184391,4.5275739
RR034H_006_WBaR1_S6,33882,Microbacterium,,3,33.1638293,-0.268743,3,33.1638293,2.5100289
RR034H_006_WBaR1_S6,34008,Rhodovulum,,1,11.0546098,10.5038081,0,0,-100
RR034H_006_WBaR1_S6,34072,Variovorax,,11,121.6007075,3.3695733,8,88.4368782,0.8258179
RR034H_006_WBaR1_S6,37914,Dietzia,,3,33.1638293,1.0524594,1,11.0546098,6.5737359
RR034H_006_WBaR1_S6,39643,Sorangium,,2,22.1092195,5.0516245,0,0,-100
RR034H_006_WBaR1_S6,40323,Stenotrophomonas,,5,55.2730489,-0.6059266,2,22.1092195,-0.9072157
RR034H_006_WBaR1_S6,41275,Brevundimonas,,2,22.1092195,-0.3739456,1,11.0546098,-0.2940449
RR034H_006_WBaR1_S6,43668,Brachybacterium,,4,44.2184391,1.8209033,3,33.1638293,10.2258034
RR034H_006_WBaR1_S6,47420,Hydrogenophaga,,3,33.1638293,-0.0073847,0,0,-100
RR034H_006_WBaR1_S6,48736,Ralstonia,,66,729.604245,1.6855659,60,663.2765863,2.1875802
RR034H_006_WBaR1_S6,53457,Janibacter,,0,0,-100,2,22.1092195,32.111779
RR034H_006_WBaR1_S6,54298,Chroococcidiopsis,,3,33.1638293,-0.1564772,3,33.1638293,100
RR034H_006_WBaR1_S6,57493,Kocuria,,28,309.5290736,3.9571333,50,552.7304886,99
RR034H_006_WBaR1_S6,57495,Dermacoccus,,146,1613.9730268,19.9671315,119,1315.4985629,99
RR034H_006_WBaR1_S6,59732,Chryseobacterium,,3,33.1638293,0.0389743,3,33.1638293,0.9633949
RR034H_006_WBaR1_S6,65047,Mitsuaria,,4,44.2184391,0.038112,0,0,-100
RR034H_006_WBaR1_S6,68287,Mesorhizobium,,2,22.1092195,-0.0770131,4,44.2184391,1.17841
RR034H_006_WBaR1_S6,72763,Tessaracoccus,,5,55.2730489,1.7172859,4,44.2184391,1.9536483
RR034H_006_WBaR1_S6,80865,Delftia,,1946,21512.2706168,1.3976149,1607,17764.757904,1.3470791
RR034H_006_WBaR1_S6,83618,Pseudoxanthomonas,,1,11.0546098,-0.4185933,0,0,-100
RR034H_006_WBaR1_S6,84406,Virgibacillus,,2,22.1092195,100,0,0,-100
RR034H_006_WBaR1_S6,88138,Modestobacter,,6,66.3276586,7.7557732,0,0,-100
RR034H_006_WBaR1_S6,92793,Aquabacterium,,2,22.1092195,0.2605748,1,11.0546098,-0.8514281
RR034H_006_WBaR1_S6,93681,Roseateles,,10,110.5460977,1.1907326,5,55.2730489,1.8431883
RR034H_006_WBaR1_S6,110932,Leifsonia,,1,11.0546098,1.0710641,0,0,-100
RR034H_006_WBaR1_S6,125216,Roseomonas,,8,88.4368782,4.0661815,6,66.3276586,99
RR034H_006_WBaR1_S6,135575,Idiomarina,,1,11.0546098,100,1,11.0546098,100
RR034H_006_WBaR1_S6,146937,Azospira,,0,0,-100,1,11.0546098,0.026325
RR034H_006_WBaR1_S6,149698,Massilia,,1,11.0546098,-1.0197773,1,11.0546098,-0.0024587
RR034H_006_WBaR1_S6,165695,Sphingobium,,4,44.2184391,0.150168,0,0,-100
RR034H_006_WBaR1_S6,165697,Sphingopyxis,,1,11.0546098,-0.7984613,1,11.0546098,1.5620653
RR034H_006_WBaR1_S6,174951,Ramlibacter,,1,11.0546098,0.6721059,0,0,-100
RR034H_006_WBaR1_S6,201096,Alicycliphilus,,7,77.3822684,0.8238508,10,110.5460977,2.1054695
RR034H_006_WBaR1_S6,212743,Rhizobacter,,0,0,-100,1,11.0546098,1.5584645
RR034H_006_WBaR1_S6,219181,Ottowia,,1,11.0546098,2.9630823,0,0,-100
RR034H_006_WBaR1_S6,238749,Diaphorobacter,,3,33.1638293,0.0304857,2,22.1092195,0.1916822
RR034H_006_WBaR1_S6,265976,Serinicoccus,,2,22.1092195,18.8498349,2,22.1092195,99
RR034H_006_WBaR1_S6,308865,Elizabethkingia,,6,66.3276586,8.2807324,0,0,-100
RR034H_006_WBaR1_S6,316612,Methylibium,,0,0,-100,9,99.491488,38.6605811
RR034H_006_WBaR1_S6,318147,Paucibacter,,2,22.1092195,-0.4527258,2,22.1092195,4.2254769
RR034H_006_WBaR1_S6,364316,Verminephrobacter,,1,11.0546098,-0.0611363,1,11.0546098,-0.0565979
RR034H_006_WBaR1_S6,423349,Mucilaginibacter,,1,11.0546098,3.0666505,2,22.1092195,1.0036574
RR034H_006_WBaR1_S6,670516,Mycobacteroides,,1,11.0546098,0.3761538,13,143.709927,1.6158164
RR034H_006_WBaR1_S6,1379908,Rufibacter,,6,66.3276586,99,0,0,-100
RR034H_006_WBaR1_S6,1649468,Melaminivora,,0,0,-100,1,11.0546098,0.2444796
RR034H_006_WBaR1_S6,1822464,Paraburkholderia,,14,154.7645368,2.3924028,1,11.0546098,-0.247287
RR034H_006_WBaR1_S6,1847725,Lawsonella,,109,1204.9524652,47.8595124,449,4963.5197878,99
RR034H_006_WBaR1_S6,1866885,Mycolicibacterium,,6,66.3276586,5.7657426,0,0,-100
RR034H_006_WBaR1_S6,1912216,Cutibacterium,,327,3614.8573955,5.332709,303,3349.546761,5.2757813
RR034H_006_WBaR1_S6,2282523,Methylorubrum,,2,22.1092195,-0.7064169,0,0,-100
RR034H_014_wbldRa_S13,75,Caulobacter,,1,0.7443788,-1.0035619,0,0,-100
RR034H_014_wbldRa_S13,191,Azospirillum,,2,1.4887576,-1.6610153,0,0,-100
RR034H_014_wbldRa_S13,234,Brucella,,0,0,-100,8,5.9550306,-0.766828
RR034H_014_wbldRa_S13,283,Comamonas,,2,1.4887576,-0.6962302,9,6.6994094,-0.7754735
RR034H_014_wbldRa_S13,286,Pseudomonas,,4,2.9775153,-1.7084662,70,52.1065176,-1.0499311
RR034H_014_wbldRa_S13,338,Xanthomonas,,2,1.4887576,-0.619367,0,0,-100
RR034H_014_wbldRa_S13,357,Agrobacterium,,1,0.7443788,-0.9981295,0,0,-100
RR034H_014_wbldRa_S13,379,Rhizobium,,1,0.7443788,-0.8221557,0,0,-100
RR034H_014_wbldRa_S13,469,Acinetobacter,,4,2.9775153,-1.7864759,3,2.2331365,-0.9561388
RR034H_014_wbldRa_S13,482,Neisseria,,0,0,-100,1,0.7443788,-0.526998
RR034H_014_wbldRa_S13,535,Chromobacterium,,1,0.7443788,-0.4546736,0,0,-100
RR034H_014_wbldRa_S13,561,Escherichia,,106,78.9041553,-0.7421027,43,32.0082894,-0.608226
RR034H_014_wbldRa_S13,570,Klebsiella,,1,0.7443788,-1.0943232,1,0.7443788,-1.2053657
RR034H_014_wbldRa_S13,642,Aeromonas,,2,1.4887576,-0.9663141,0,0,-100
RR034H_014_wbldRa_S13,816,Bacteroides,,0,0,-100,11,8.1881671,-0.5521453
RR034H_014_wbldRa_S13,963,Herbaspirillum,,1,0.7443788,-0.7181705,0,0,-100
RR034H_014_wbldRa_S13,1041,Erythrobacter,,1,0.7443788,-0.800133,0,0,-100
RR034H_014_wbldRa_S13,1350,Enterococcus,,4,2.9775153,-0.6712586,4,2.9775153,-0.6697667
RR034H_014_wbldRa_S13,1386,Bacillus,,11,8.1881671,-0.5389019,8,5.9550306,-1.0351304
RR034H_014_wbldRa_S13,1485,Clostridium,,2,1.4887576,-0.5543217,2,1.4887576,-0.8933209
RR034H_014_wbldRa_S13,1578,Lactobacillus,,0,0,-100,27,20.0982282,-1.0788112
RR034H_014_wbldRa_S13,1663,Arthrobacter,,1,0.7443788,-0.830764,0,0,-100
RR034H_014_wbldRa_S13,1716,Corynebacterium,,1,0.7443788,-1.6252644,0,0,-100
RR034H_014_wbldRa_S13,1743,Propionibacterium,,1,0.7443788,-0.8150202,0,0,-100
RR034H_014_wbldRa_S13,2093,Mycoplasma,,28,20.8426071,3.6484203,0,0,-100
RR034H_014_wbldRa_S13,12916,Acidovorax,,0,0,-100,1,0.7443788,-1.0262415
RR034H_014_wbldRa_S13,13687,Sphingomonas,,11,8.1881671,-0.7728628,10,7.4437882,-1.0873886
RR034H_014_wbldRa_S13,32008,Burkholderia,,6,4.4662729,-1.3756878,17,12.65444,-1.6551928
RR034H_014_wbldRa_S13,32012,Thiomonas,,0,0,-100,9,6.6994094,-0.8384888
RR034H_014_wbldRa_S13,33057,Thauera,,1,0.7443788,-0.4107857,0,0,-100
RR034H_014_wbldRa_S13,34072,Variovorax,,2,1.4887576,-1.4881256,3,2.2331365,-1.0612134
RR034H_014_wbldRa_S13,40323,Stenotrophomonas,,7,5.2106518,-1.4221778,7,5.2106518,-1.1993667
RR034H_014_wbldRa_S13,41275,Brevundimonas,,0,0,-100,2,1.4887576,-0.7279038
RR034H_014_wbldRa_S13,47420,Hydrogenophaga,,0,0,-100,1,0.7443788,-0.7219725
RR034H_014_wbldRa_S13,48736,Ralstonia,,10,7.4437882,-1.4355355,9,6.6994094,-1.4237965
RR034H_014_wbldRa_S13,53387,Friedmanniella,,3,2.2331365,-0.5174178,0,0,-100
RR034H_014_wbldRa_S13,53457,Janibacter,,1,0.7443788,-0.9050745,0,0,-100
RR034H_014_wbldRa_S13,53460,Nakamurella,,4,2.9775153,3.695713,0,0,-100
RR034H_014_wbldRa_S13,57493,Kocuria,,12,8.9325459,-1.0039668,12,8.9325459,1.1132146
RR034H_014_wbldRa_S13,57495,Dermacoccus,,2,1.4887576,-0.5462652,1,0.7443788,0.0311067
RR034H_014_wbldRa_S13,65047,Mitsuaria,,1,0.7443788,-0.961733,0,0,-100
RR034H_014_wbldRa_S13,68287,Mesorhizobium,,0,0,-100,1,0.7443788,-1.4483738
RR034H_014_wbldRa_S13,80865,Delftia,,340,253.0887999,-0.8604474,276,205.4485552,-0.8531398
RR034H_014_wbldRa_S13,92793,Aquabacterium,,0,0,-100,1,0.7443788,-1.1706877
RR034H_014_wbldRa_S13,93681,Roseateles,,0,0,-100,3,2.2331365,-1.446027
RR034H_014_wbldRa_S13,149698,Massilia,,1,0.7443788,-1.3459844,0,0,-100
RR034H_014_wbldRa_S13,150247,Anoxybacillus,,0,0,-100,1,0.7443788,-0.627535
RR034H_014_wbldRa_S13,165695,Sphingobium,,7,5.2106518,-0.8537022,1,0.7443788,-0.6946843
RR034H_014_wbldRa_S13,174951,Ramlibacter,,1,0.7443788,-0.927292,0,0,-100
RR034H_014_wbldRa_S13,201096,Alicycliphilus,,0,0,-100,2,1.4887576,-0.9936925
RR034H_014_wbldRa_S13,212743,Rhizobacter,,1,0.7443788,-1.2130704,0,0,-100
RR034H_014_wbldRa_S13,318147,Paucibacter,,0,0,-100,1,0.7443788,-0.5060207
RR034H_014_wbldRa_S13,361177,Altererythrobacter,,1,0.7443788,-0.8475583,0,0,-100
RR034H_014_wbldRa_S13,1649484,Psychroglaciecola,,10,7.4437882,100,0,0,-100
RR034H_014_wbldRa_S13,1822464,Paraburkholderia,,2,1.4887576,-1.0144373,0,0,-100
RR034H_014_wbldRa_S13,1912216,Cutibacterium,,2,1.4887576,-1.603019,3,2.2331365,-1.3877672
RR034H_014_wbldRa_S13,2282523,Methylorubrum,,2,1.4887576,-1.0289876,0,0,-100
RR034H_003_WBaR1_S3,50,Chondromyces,,1,0.7033269,-0.4351695,0,0,-100
RR034H_003_WBaR1_S3,191,Azospirillum,,2,1.4066538,-1.6729614,0,0,-100
RR034H_003_WBaR1_S3,234,Brucella,,0,0,-100,1,0.7033269,-0.7792117
RR034H_003_WBaR1_S3,283,Comamonas,,2,1.4066538,-0.6980974,15,10.5499032,-0.7610063
RR034H_003_WBaR1_S3,286,Pseudomonas,,20,14.0665375,-1.6397784,8,5.626615,-1.2792927
RR034H_003_WBaR1_S3,338,Xanthomonas,,4,2.8133075,-0.6052652,2,1.4066538,-1.8370352
RR034H_003_WBaR1_S3,357,Agrobacterium,,1,0.7033269,-0.9999942,1,0.7033269,-1.3078259
RR034H_003_WBaR1_S3,379,Rhizobium,,2,1.4066538,-0.8141592,4,2.8133075,-0.7521956
RR034H_003_WBaR1_S3,469,Acinetobacter,,2,1.4066538,-1.8046281,4,2.8133075,-0.9555763
RR034H_003_WBaR1_S3,517,Bordetella,,0,0,-100,2,1.4066538,-0.8773659
RR034H_003_WBaR1_S3,522,Acidiphilium,,0,0,-100,1,0.7033269,-0.8688586
RR034H_003_WBaR1_S3,544,Citrobacter,,5,3.5166344,-0.4833183,0,0,-100
RR034H_003_WBaR1_S3,547,Enterobacter,,710,499.3620825,27.3329093,0,0,-100
RR034H_003_WBaR1_S3,561,Escherichia,,66,46.4195739,-0.9690471,666,468.4156999,-0.1734404
RR034H_003_WBaR1_S3,570,Klebsiella,,0,0,-100,2,1.4066538,-1.1954145
RR034H_003_WBaR1_S3,620,Shigella,,0,0,-100,3,2.1099806,-0.9874283
RR034H_003_WBaR1_S3,724,Haemophilus,,1,0.7033269,-0.8082976,4,2.8133075,-1.0747532
RR034H_003_WBaR1_S3,816,Bacteroides,,2,1.4066538,-0.6144223,1,0.7033269,-0.8527147
RR034H_003_WBaR1_S3,963,Herbaspirillum,,1,0.7033269,-0.7189018,0,0,-100
RR034H_003_WBaR1_S3,1041,Erythrobacter,,1,0.7033269,-0.8077689,0,0,-100
RR034H_003_WBaR1_S3,1301,Streptococcus,,0,0,-100,5,3.5166344,-1.0057929
RR034H_003_WBaR1_S3,1375,Aerococcus,,0,0,-100,1,0.7033269,-0.8208013
RR034H_003_WBaR1_S3,1386,Bacillus,,2,1.4066538,-0.6221559,1,0.7033269,-1.1573876
RR034H_003_WBaR1_S3,1578,Lactobacillus,,0,0,-100,1,0.7033269,-1.2110858
RR034H_003_WBaR1_S3,1716,Corynebacterium,,8,5.626615,-1.5735723,2,1.4066538,-1.0906378
RR034H_003_WBaR1_S3,1743,Propionibacterium,,0,0,-100,3,2.1099806,-1.1838275
RR034H_003_WBaR1_S3,1827,Rhodococcus,,11,7.7365956,-0.9207737,10,7.0332688,-1.2162592
RR034H_003_WBaR1_S3,1839,Nocardioides,,0,0,-100,1,0.7033269,-0.9073676
RR034H_003_WBaR1_S3,12916,Acidovorax,,3,2.1099806,-1.3510696,5,3.5166344,-1.0113786
RR034H_003_WBaR1_S3,13687,Sphingomonas,,4,2.8133075,-0.7860931,1,0.7033269,-1.146209
RR034H_003_WBaR1_S3,28105,Sinorhizobium,,4,2.8133075,-0.8737706,0,0,-100
RR034H_003_WBaR1_S3,32008,Burkholderia,,22,15.4731913,-1.2871209,14,9.8465763,-1.6823243
RR034H_003_WBaR1_S3,32012,Thiomonas,,1,0.7033269,0.1996481,0,0,-100
RR034H_003_WBaR1_S3,33882,Microbacterium,,0,0,-100,2,1.4066538,-1.6112502
RR034H_003_WBaR1_S3,34072,Variovorax,,2,1.4066538,-1.4914461,4,2.8133075,-1.0485133
RR034H_003_WBaR1_S3,39643,Sorangium,,2,1.4066538,-0.1305075,0,0,-100
RR034H_003_WBaR1_S3,41275,Brevundimonas,,0,0,-100,1,0.7033269,-0.763527
RR034H_003_WBaR1_S3,43668,Brachybacterium,,2,1.4066538,-1.3933395,0,0,-100
RR034H_003_WBaR1_S3,48736,Ralstonia,,23,16.1765182,-1.3977936,16,11.25323,-1.3987491
RR034H_003_WBaR1_S3,57493,Kocuria,,3,2.1099806,-1.1165677,0,0,-100
RR034H_003_WBaR1_S3,57495,Dermacoccus,,5,3.5166344,-0.5204674,0,0,-100
RR034H_003_WBaR1_S3,65047,Mitsuaria,,1,0.7033269,-0.9626772,0,0,-100
RR034H_003_WBaR1_S3,68287,Mesorhizobium,,1,0.7033269,-1.7758665,0,0,-100
RR034H_003_WBaR1_S3,80865,Delftia,,700,492.3288138,-0.8350363,569,400.1929929,-0.8287379
RR034H_003_WBaR1_S3,92793,Aquabacterium,,1,0.7033269,-0.8416513,0,0,-100
