sample_name,tax_id,taxon_name,aggregatescore,NT_r,NT_rpm,NT_zscore,NR_r,NR_rpm,NR_zscore
RR034H_121_wbldRa_S119,7215,Drosophila,,14,64.1148939,1.6309842,0,0,-100
RR034H_121_wbldRa_S119,45350,Nematostella,,0,0,-100,3,13.7389058,11.2267766
RR034H_121_wbldRa_S119,1535326,Candida,,5,22.8981764,8.4074556,0,0,-100
RR034H_124_wbldRa_S122,7215,Drosophila,,1,18.6546282,-0.2134552,0,0,-100
RR034H_126_wbldRa_S124,45350,Nematostella,,0,0,-100,1,21.3274185,17.8345619
RR034H_126_wbldRa_S124,55193,Malassezia,,1,21.3274185,-0.886715,1,21.3274185,-0.8010751
RR034H_125_wbldRa_S123,3337,Pinus,,1,12.4940653,99,0,0,-100
RR034H_125_wbldRa_S123,3689,Populus,,0,0,-100,2,24.9881306,51.9210043
RR034H_125_wbldRa_S123,4527,Oryza,,1,12.4940653,-0.4139454,1,12.4940653,-0.0386582
RR034H_125_wbldRa_S123,4564,Triticum,,16,199.9050451,11.0822137,5,62.4703266,4.6478912
RR034H_125_wbldRa_S123,4930,Saccharomyces,,2,24.9881306,1.0826202,0,0,-100
RR034H_125_wbldRa_S123,5820,Plasmodium,,1,12.4940653,-0.6359215,0,0,-100
RR034H_125_wbldRa_S123,7174,Culex,,26,324.8456983,5.8634093,0,0,-100
RR034H_125_wbldRa_S123,7215,Drosophila,,3,37.482196,0.5504275,0,0,-100
RR034H_125_wbldRa_S123,45350,Nematostella,,0,0,-100,1,12.4940653,10.1428174
RR034H_127_wbldRa_S125,3337,Pinus,,2,32.0780137,99,0,0,-100
RR034H_127_wbldRa_S125,4527,Oryza,,1,16.0390069,-0.1122406,0,0,-100
RR034H_127_wbldRa_S125,4564,Triticum,,3,48.1170206,1.8817127,1,16.0390069,0.385791
RR034H_127_wbldRa_S125,7174,Culex,,8,128.3120549,1.9374319,0,0,-100
RR034H_127_wbldRa_S125,7215,Drosophila,,2,32.0780137,0.331166,0,0,-100
RR034H_131_wbldRa_S129,4480,Aegilops,,1,12.5776671,3.7395753,0,0,-100
RR034H_131_wbldRa_S129,4930,Saccharomyces,,2,25.1553342,1.0930907,0,0,-100
RR034H_131_wbldRa_S129,7174,Culex,,2,25.1553342,-0.1232379,0,0,-100
RR034H_132_wbldRa_S130,4527,Oryza,,1,11.1627076,-0.5272554,0,0,-100
RR034H_134_wbldRa_S132,3689,Populus,,4,36.1958194,2.7629284,0,0,-100
RR034H_134_wbldRa_S132,3701,Arabidopsis,,1,9.0489548,0.1848595,0,0,-100
RR034H_134_wbldRa_S132,3877,Medicago,,1,9.0489548,6.9332569,0,0,-100
RR034H_134_wbldRa_S132,4527,Oryza,,1,9.0489548,-0.7071538,0,0,-100
RR034H_134_wbldRa_S132,4564,Triticum,,6,54.2937291,2.2561086,2,18.0979097,0.5747852
RR034H_134_wbldRa_S132,7174,Culex,,7,63.3426839,0.6395967,0,0,-100
RR034H_134_wbldRa_S132,7215,Drosophila,,3,27.1468645,0.1310966,0,0,-100
RR034H_134_wbldRa_S132,45350,Nematostella,,2,18.0979097,10.719029,0,0,-100
RR034H_136_wbldRa_S134,4480,Aegilops,,11,123.7902318,42.3262432,1,11.2536574,10.4627643
RR034H_136_wbldRa_S134,4527,Oryza,,3,33.7609723,1.3960503,0,0,-100
RR034H_136_wbldRa_S134,4564,Triticum,,8,90.0292595,4.4221872,2,22.5073149,0.9795406
RR034H_136_wbldRa_S134,5820,Plasmodium,,1,11.2536574,-0.6961721,0,0,-100
RR034H_136_wbldRa_S134,7174,Culex,,22,247.5804637,4.3199506,0,0,-100
RR034H_136_wbldRa_S134,7215,Drosophila,,9,101.2829169,3.138986,0,0,-100
RR034H_139_wbldRa_S137,3337,Pinus,,2,59.8265031,99,2,59.8265031,9.0768042
RR034H_139_wbldRa_S137,3877,Medicago,,1,29.9132516,24.9492285,0,0,-100
RR034H_140_wbldRa_S138,3337,Pinus,,24,411.0433651,99,6,102.7608413,15.9296432
RR034H_140_wbldRa_S138,4527,Oryza,,0,0,-100,1,17.1268069,0.246416
RR034H_140_wbldRa_S138,5820,Plasmodium,,2548,43639.1039255,99,2476,42405.9738302,99
RR034H_140_wbldRa_S138,7174,Culex,,2,34.2536138,0.0585103,0,0,-100
RR034H_141_wbldRa_S139,3337,Pinus,,25,462.2268239,99,9,166.4016566,26.087486
RR034H_141_wbldRa_S139,4231,Helianthus,,1,18.489073,8.0999537,0,0,-100
RR034H_141_wbldRa_S139,4480,Aegilops,,2,36.9781459,12.2056437,0,0,-100
RR034H_141_wbldRa_S139,4564,Triticum,,1,18.489073,0.0858401,0,0,-100
RR034H_141_wbldRa_S139,4930,Saccharomyces,,4,73.9562918,4.1490523,0,0,-100
RR034H_141_wbldRa_S139,7174,Culex,,1,18.489073,-0.2564039,0,0,-100
RR034H_143_wbldRa_S141,3337,Pinus,,98,1305.6221689,99,33,439.6482814,69.7009478
RR034H_143_wbldRa_S141,4231,Helianthus,,0,0,-100,2,26.6453504,100
RR034H_143_wbldRa_S141,4527,Oryza,,1,13.3226752,-0.3434236,2,26.6453504,0.8321365
RR034H_143_wbldRa_S141,4564,Triticum,,2,26.6453504,0.5802259,2,26.6453504,1.3593859
RR034H_143_wbldRa_S141,4930,Saccharomyces,,2,26.6453504,1.1863969,0,0,-100
RR034H_143_wbldRa_S141,5820,Plasmodium,,1,13.3226752,-0.5956733,0,0,-100
RR034H_143_wbldRa_S141,7174,Culex,,5,66.613376,0.7049324,0,0,-100
RR034H_143_wbldRa_S141,7215,Drosophila,,2,26.6453504,0.1107489,0,0,-100
RR034H_143_wbldRa_S141,45350,Nematostella,,0,0,-100,1,13.3226752,10.864339
RR034H_142_wbldRa_S140,3337,Pinus,,39,495.6283042,99,17,216.043107,34.0108611
RR034H_142_wbldRa_S140,3701,Arabidopsis,,0,0,-100,1,12.7084181,100
RR034H_142_wbldRa_S140,3877,Medicago,,3,38.1252542,32.0401556,0,0,-100
RR034H_142_wbldRa_S140,4480,Aegilops,,2,25.4168361,8.1942946,0,0,-100
RR034H_142_wbldRa_S140,5820,Plasmodium,,1,12.7084181,-0.6255097,0,0,-100
RR034H_142_wbldRa_S140,7174,Culex,,4,50.8336722,0.3897153,0,0,-100
RR034H_142_wbldRa_S140,7215,Drosophila,,3,38.1252542,0.576518,0,0,-100
RR034H_137_wbldRa_S135,3701,Arabidopsis,,1,3.6969943,-0.3417113,0,0,-100
RR034H_137_wbldRa_S135,3980,Hevea,,3,11.090983,0.6502868,0,0,-100
RR034H_137_wbldRa_S135,4480,Aegilops,,5,18.4849717,5.7891927,0,0,-100
RR034H_137_wbldRa_S135,4527,Oryza,,9,33.2729491,1.3545154,3,11.090983,-0.1249964
RR034H_137_wbldRa_S135,4564,Triticum,,20,73.9398869,3.4469436,5,18.4849717,0.610315
RR034H_137_wbldRa_S135,4930,Saccharomyces,,25,92.4248586,5.3055713,0,0,-100
RR034H_137_wbldRa_S135,7174,Culex,,9,33.2729491,0.0389204,0,0,-100
RR034H_137_wbldRa_S135,7215,Drosophila,,20,73.9398869,2.0296093,0,0,-100
RR034H_137_wbldRa_S135,45350,Nematostella,,4,14.7879774,8.6768316,6,22.1819661,18.578669
RR034H_137_wbldRa_S135,131309,Parastrongyloides,,1,3.6969943,5.3664793,0,0,-100
RR034H_144_wbldRa_S142,3337,Pinus,,3,28.89394,99,0,0,-100
RR034H_144_wbldRa_S142,5820,Plasmodium,,24000,231151.5198212,99,22956,221096.428709,99
RR034H_144_wbldRa_S142,7215,Drosophila,,1,9.6313133,-0.5795541,0,0,-100
RR034H_144_wbldRa_S142,45350,Nematostella,,0,0,-100,684,6587.8183149,99
RR034H_138_wbldRa_S136,3337,Pinus,,1994,6492.1956905,99,945,3076.7928423,99
RR034H_138_wbldRa_S136,3689,Populus,,2,6.5117309,-0.1880109,0,0,-100
RR034H_138_wbldRa_S136,3877,Medicago,,0,0,-100,13,42.3262507,1.5566632
RR034H_138_wbldRa_S136,3980,Hevea,,16,52.0938471,5.7870999,0,0,-100
RR034H_138_wbldRa_S136,4231,Helianthus,,1,3.2558654,1.046955,0,0,-100
RR034H_138_wbldRa_S136,4527,Oryza,,5,16.2793272,-0.0917873,17,55.3497125,2.5984501
RR034H_138_wbldRa_S136,4564,Triticum,,10,32.5586544,0.9386557,6,19.5351926,0.7067186
RR034H_138_wbldRa_S136,4930,Saccharomyces,,3,9.7675963,0.1294961,0,0,-100
RR034H_138_wbldRa_S136,5820,Plasmodium,,152,494.8915471,22.7956501,52,169.305003,14.4145597
RR034H_138_wbldRa_S136,7174,Culex,,35,113.9552905,1.6506396,0,0,-100
RR034H_138_wbldRa_S136,7215,Drosophila,,11,35.8145199,0.4827656,0,0,-100
RR034H_138_wbldRa_S136,45350,Nematostella,,5,16.2793272,9.5969806,27,87.9083669,75.8106929
RR034H_138_wbldRa_S136,131309,Parastrongyloides,,2,6.5117309,10.0546205,0,0,-100
RR034H_138_wbldRa_S136,1535326,Candida,,1,3.2558654,0.3487741,0,0,-100
RR034H_147_wbldRa_S145,3689,Populus,,1,2.8032563,-0.5566759,0,0,-100
RR034H_147_wbldRa_S145,3701,Arabidopsis,,1,2.8032563,-0.4296448,0,0,-100
RR034H_147_wbldRa_S145,4527,Oryza,,2,5.6065125,-1.0001351,0,0,-100
RR034H_147_wbldRa_S145,7174,Culex,,1,2.8032563,-0.5697455,0,0,-100
RR034H_147_wbldRa_S145,7215,Drosophila,,2,5.6065125,-0.7428506,0,0,-100
RR034H_151_wbldRa_S149,3701,Arabidopsis,,2,3.5251111,-0.3586226,0,0,-100
RR034H_151_wbldRa_S149,4527,Oryza,,4,7.0502223,-0.8772631,0,0,-100
RR034H_151_wbldRa_S149,4564,Triticum,,2,3.5251111,-0.8211876,0,0,-100
RR034H_151_wbldRa_S149,4930,Saccharomyces,,2,3.5251111,-0.2614142,0,0,-100
RR034H_152_wbldRa_S150,3701,Arabidopsis,,2,5.6737267,-0.1472238,0,0,-100
RR034H_152_wbldRa_S150,4564,Triticum,,2,5.6737267,-0.6909511,0,0,-100
RR034H_152_wbldRa_S150,55193,Malassezia,,3,8.51059,-0.9421703,0,0,-100
RR034H_149_wbldRa_S147,3337,Pinus,,0,0,-100,2,1.3557649,-0.2558318
RR034H_149_wbldRa_S147,3877,Medicago,,0,0,-100,4,2.7115298,-0.6196948
RR034H_149_wbldRa_S147,4480,Aegilops,,1,0.6778825,-0.3892121,1,0.6778825,-0.0675199
RR034H_149_wbldRa_S147,4520,Lolium,,2,1.3557649,100,0,0,-100
RR034H_149_wbldRa_S147,4527,Oryza,,1,0.6778825,-1.4196037,0,0,-100
RR034H_149_wbldRa_S147,4564,Triticum,,4,2.7115298,-0.8705021,0,0,-100
RR034H_149_wbldRa_S147,7215,Drosophila,,2,1.3557649,-0.9153143,0,0,-100
RR034H_149_wbldRa_S147,55193,Malassezia,,8,5.4230597,-0.9555293,2,1.3557649,-1.1136914
RR034H_149_wbldRa_S147,81055,Wolfiporia,,7,4.7451772,-0.0901611,0,0,-100
RR034H_154_wbldRa_S152,4930,Saccharomyces,,2,3.6079461,-0.256227,0,0,-100
RR034H_148_wbldRa_S146,3337,Pinus,,2,5.6156114,99,0,0,-100
RR034H_148_wbldRa_S146,3701,Arabidopsis,,2,5.6156114,-0.1529417,0,0,-100
RR034H_148_wbldRa_S146,4527,Oryza,,1,2.8078057,-1.238329,0,0,-100
RR034H_148_wbldRa_S146,5820,Plasmodium,,3,8.4234171,-0.8336458,0,0,-100
RR034H_148_wbldRa_S146,7174,Culex,,16,44.9248912,0.2716809,0,0,-100
RR034H_148_wbldRa_S146,7215,Drosophila,,5,14.0390285,-0.4007218,0,0,-100
RR034H_148_wbldRa_S146,45350,Nematostella,,0,0,-100,2,5.6156114,4.153324
RR034H_148_wbldRa_S146,55193,Malassezia,,3,8.4234171,-0.9425475,0,0,-100
RR034H_148_wbldRa_S146,131309,Parastrongyloides,,6,16.8468342,27.2684603,0,0,-100
RR034H_150_wbldRa_S148,3337,Pinus,,0,0,-100,3,2.8245875,-0.02139
RR034H_150_wbldRa_S148,3701,Arabidopsis,,2,1.8830583,-0.5201816,0,0,-100
RR034H_150_wbldRa_S148,4527,Oryza,,2,1.8830583,-1.3170329,0,0,-100
RR034H_150_wbldRa_S148,4564,Triticum,,5,4.7076458,-0.7495093,1,0.9415292,-1.0000616
RR034H_150_wbldRa_S148,7174,Culex,,9,8.4737624,-0.4564708,0,0,-100
RR034H_150_wbldRa_S148,7215,Drosophila,,5,4.7076458,-0.7793199,0,0,-100
RR034H_150_wbldRa_S148,55193,Malassezia,,3,2.8245875,-0.9667723,0,0,-100
RR034H_150_wbldRa_S148,81055,Wolfiporia,,2,1.8830583,-0.3704807,0,0,-100
RR034H_150_wbldRa_S148,131309,Parastrongyloides,,4,3.7661166,5.4816073,0,0,-100
RR034H_159_wbldRa_S157,4930,Saccharomyces,,2,8.562157,0.0540104,0,0,-100
RR034H_159_wbldRa_S157,5820,Plasmodium,,4966,21259.8357778,99,4635,19842.7987979,99
RR034H_145_wbldRa_S143,3689,Populus,,1,0.4177075,-0.7938268,0,0,-100
RR034H_145_wbldRa_S143,3701,Arabidopsis,,1,0.4177075,-0.6643551,0,0,-100
RR034H_145_wbldRa_S143,3877,Medicago,,4,1.6708298,0.5623692,0,0,-100
RR034H_145_wbldRa_S143,4480,Aegilops,,6,2.5062447,0.2451624,0,0,-100
RR034H_145_wbldRa_S143,4527,Oryza,,4,1.6708298,-1.3350954,3,1.2531224,-0.730366
RR034H_145_wbldRa_S143,4564,Triticum,,14,5.8479044,-0.6803935,0,0,-100
RR034H_145_wbldRa_S143,4930,Saccharomyces,,1,0.4177075,-0.4560027,0,0,-100
RR034H_145_wbldRa_S143,5820,Plasmodium,,1,0.4177075,-1.2225084,0,0,-100
RR034H_145_wbldRa_S143,7174,Culex,,23,9.6072715,-0.4338277,0,0,-100
RR034H_145_wbldRa_S143,7215,Drosophila,,6,2.5062447,-0.8686364,0,0,-100
RR034H_145_wbldRa_S143,45350,Nematostella,,0,0,-100,11,4.594782,3.264425
RR034H_161_wbldRa_S159,4930,Saccharomyces,,2,6.492579,-0.0755885,0,0,-100
RR034H_161_wbldRa_S159,5820,Plasmodium,,21672,70353.5858514,99,20622,66944.9818857,99
RR034H_155_wbldRa_S153,4480,Aegilops,,1,1.5097849,-0.1005725,0,0,-100
RR034H_155_wbldRa_S153,4527,Oryza,,5,7.5489246,-0.8348192,0,0,-100
RR034H_155_wbldRa_S153,4564,Triticum,,1,1.5097849,-0.9433449,0,0,-100
RR034H_155_wbldRa_S153,7174,Culex,,16,24.1565587,-0.1431896,0,0,-100
RR034H_155_wbldRa_S153,7215,Drosophila,,4,6.0391397,-0.7252978,0,0,-100
RR034H_155_wbldRa_S153,55193,Malassezia,,7,10.5684944,-0.9332663,4,6.0391397,-1.0403826
RR034H_167_wbldRa_S165,4527,Oryza,,2,7.3545094,-0.8513656,0,0,-100
RR034H_169_wbldRa_S167,3337,Pinus,,0,0,-100,1,5.2171373,0.3604898
RR034H_169_wbldRa_S167,3701,Arabidopsis,,2,10.4342745,0.3211589,0,0,-100
RR034H_169_wbldRa_S167,4930,Saccharomyces,,2,10.4342745,0.1712441,0,0,-100
RR034H_169_wbldRa_S167,5820,Plasmodium,,4,20.868549,-0.2291464,0,0,-100
RR034H_169_wbldRa_S167,55193,Malassezia,,8,41.737098,-0.7984073,2,10.4342745,-0.9715855
RR034H_170_wbldRa_S168,7215,Drosophila,,1,5.2684818,-0.7565654,0,0,-100
RR034H_146_wbldRa_S144,3877,Medicago,,1,0.368749,-0.5619558,0,0,-100
RR034H_146_wbldRa_S144,4231,Helianthus,,3,1.1062469,0.0516783,0,0,-100
RR034H_146_wbldRa_S144,4480,Aegilops,,4,1.4749959,-0.112643,0,0,-100
RR034H_146_wbldRa_S144,4520,Lolium,,8,2.9499917,100,0,0,-100
RR034H_146_wbldRa_S144,4527,Oryza,,6,2.2124938,-1.2889951,1,0.368749,-0.7847856
RR034H_146_wbldRa_S144,4564,Triticum,,6,2.2124938,-0.9007508,1,0.368749,-1.0526392
RR034H_146_wbldRa_S144,4930,Saccharomyces,,2,0.7374979,-0.4359771,0,0,-100
RR034H_146_wbldRa_S144,5820,Plasmodium,,2,0.7374979,-1.2069752,0,0,-100
RR034H_146_wbldRa_S144,7174,Culex,,9,3.3187407,-0.5594481,0,0,-100
RR034H_146_wbldRa_S144,7215,Drosophila,,19,7.0062304,-0.6860605,0,0,-100
RR034H_146_wbldRa_S144,45350,Nematostella,,0,0,-100,1,0.368749,-0.4154421
RR034H_146_wbldRa_S144,55193,Malassezia,,2,0.7374979,-0.9758026,0,0,-100
RR034H_146_wbldRa_S144,1535326,Candida,,1,0.368749,-0.8357277,0,0,-100
RR034H_156_wbldRa_S154,5820,Plasmodium,,261657,148121.7095952,99,227329,128688.9329182,99
RR034H_156_wbldRa_S154,45350,Nematostella,,0,0,-100,4,2.2643646,1.2351871
RR034H_173_wbldRa_S177,5820,Plasmodium,,29661,94467.1987566,99,29451,93798.3706072,99
RR034H_175_wbldRa_S172,4930,Saccharomyces,,2,7.7490546,0.0030931,0,0,-100
RR034H_189_wbldRa_S187,3701,Arabidopsis,,1,12.0342736,0.4785802,0,0,-100
RR034H_189_wbldRa_S187,5498,Cladosporium,,39,469.3366708,53.1081846,0,0,-100
RR034H_189_wbldRa_S187,81055,Wolfiporia,,2,24.0685472,1.8023944,0,0,-100
RR034H_174_wbldRa_S171,3701,Arabidopsis,,0,0,-100,1,0.6807092,100
RR034H_174_wbldRa_S171,4930,Saccharomyces,,2,1.3614185,-0.3969066,0,0,-100
RR034H_174_wbldRa_S171,5820,Plasmodium,,242391,164997.794502,99,198881,135380.1352705,99
RR034H_012_WBaR1_S11,3701,Arabidopsis,,1,0.0463186,-0.7008955,0,0,-100
RR034H_012_WBaR1_S11,4527,Oryza,,2,0.0926373,-1.4694131,0,0,-100
RR034H_012_WBaR1_S11,4564,Triticum,,2,0.0926373,-1.0292441,0,0,-100
RR034H_012_WBaR1_S11,5820,Plasmodium,,1,0.0463186,-1.240548,0,0,-100
